inimigo2Baixo: .word 16, 16
.byte 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,255,255,255,255,255,255,255,0,0,0,0,
0,0,0,0,255,255,255,255,255,255,255,255,255,0,0,0,
0,0,0,0,255,0,0,0,0,0,0,0,255,0,0,0,
0,0,0,0,0,168,176,176,255,255,255,176,0,0,0,0,
0,0,0,0,0,168,176,176,176,176,176,176,0,0,0,0,
0,0,0,0,0,168,168,168,168,168,168,168,0,0,0,0,
0,0,0,0,255,0,0,0,0,0,0,0,255,0,0,0,
0,0,0,0,255,255,255,255,255,255,255,255,255,0,0,0,
0,0,0,0,255,255,255,255,255,255,255,255,255,0,0,0,
0,0,0,0,173,173,255,255,255,255,255,173,173,0,0,0,
0,0,0,0,173,173,173,173,173,173,173,173,173,0,0,0,
0,0,0,0,173,173,173,0,0,0,173,173,173,0,0,0,
0,0,0,0,173,173,173,0,0,0,173,173,173,0,0,0,
0,0,0,0,173,173,173,0,0,0,173,173,173,0,0,0,
0,0,0,0,173,173,173,0,0,0,173,173,173,0,0,0,


