inimigo3Esquerda: .word 16, 16
.byte 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,63,63,63,63,63,63,63,0,0,0,0,0,
0,0,0,63,63,63,63,63,63,63,63,63,0,0,0,0,
0,0,0,0,0,0,0,0,0,63,63,45,0,0,0,0,
0,0,255,255,176,176,176,176,160,0,63,45,0,63,63,0,
0,0,176,176,176,176,176,176,160,0,63,45,0,63,45,0,
0,0,160,160,160,160,160,160,160,0,63,45,0,63,45,0,
0,0,0,0,0,0,0,0,0,63,63,45,0,45,45,0,
0,0,0,63,63,63,63,63,63,63,45,45,0,45,45,0,
0,0,0,63,63,63,63,63,63,63,45,45,0,45,45,0,
0,0,0,45,63,63,63,63,63,45,45,45,0,45,45,0,
0,0,0,45,45,45,45,45,45,45,45,45,0,45,45,0,
0,0,0,45,45,0,0,0,0,45,45,45,0,0,0,0,
0,0,0,45,45,45,0,0,0,45,45,45,0,0,0,0,
0,0,0,45,45,45,0,0,0,45,45,45,0,0,0,0,
0,0,0,45,45,45,0,0,0,45,45,45,0,0,0,0,


